kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
字,5b57,1-27-90,,,39;40,1,6,485,3,zi4;ja;자;Tự;ジ;あざ;あざな;-な,character;letter;word;section of village;caractère;lettre;mot;hameau;carácter;letra;palabra;caracter;letra;palavra;seção de aldeia,
寺,5bfa,1-27-91,,,41;32,2,6,879,2,si4;sa;si;사;시;Tự;ジ;てら,Buddhist temple;temple bouddhiste;templo budista;templo;Templo Budista,
慈,6148,1-27-92,,,61;12,8,13,1811,1,ci2;ja;자;Từ;ジ;いつく.しむ,mercy;miséricorde;pitié;affection;amar;encariñarse;misericordia;tener misericordia;misericórdia,しげ;ちか;めぐみ;よし
持,6301,1-27-93,,,64,3,9,119,3,chi2;ji;지;Trì;ジ;も.つ;-も.ち;も.てる,hold;have;avoir;tenir;duración;propiedad;cargo;sostener;mantener;segurar;ter,もち;もつ
時,6642,1-27-94,,,72,2,10,16,4,shi2;si;시;Thì;Thời;ジ;とき;-どき,time;hour;temps;heure;tiempo;hora;ocasión;tempo;hora,と;とぎ
次,6b21,1-28-01,,,76;15,3,6,222,2,ci4;cha;차;Thứ;ジ;シ;つ.ぐ;つぎ,next;order;sequence;suivant;ordre;successivement;siguiente;seguir;próximo;pedido;seqüência,き;すき;つぐ;よし
滋,6ecb,1-28-02,,,85,4,12,1563,1,zi1;ja;자;Tư;ジ;シ,nourishing;more & more;be luxuriant;planting;turbidity;nourrissant;de plus en plus;luxuriant;plantation;turbidité;florecer;ser exuberante;nutritivo;nutrir;mais & mais;ser luxuriante;planta;turbidez,し;しげ;しげる
治,6cbb,1-28-03,,,85,4,8,109,2,zhi4;chi;치;Trì;Trị;ジ;チ;おさ.める;おさ.まる;なお.る;なお.す,reign;be at peace;calm down;subdue;quell;govt;cure;heal;rule;conserve;règne;être en paix;se calmer;maîtriser;réprimer;gouvernement;guérir;réparer;préserver;reinar;gobernar;política;curar;calmar;curarse;reino;estar em paz;acalmar-se;subjugar;domar;governo;cura;regra;conservar,し;ぢ;はり;はる;みち
爾,723e,1-28-04,,,89;1,9,14,,1,er3;i;이;Nhĩ;ジ;ニ;なんじ;しかり;その;のみ;おれ;しか,you;thou;second person;tú;eso;cerca,ちか;み
璽,74bd,1-28-05,,,96;1,8,19,,1,xi3;sae;sa;새;사;Tỉ;ジ,emperor's seal;sceau impérial;sello imperial;selo imperial,
痔,75d4,1-28-06,,,104,,11,,,zhi4;chi;치;Trĩ;ヂ;ジ;しもがさ,piles;hemorrhoids,
磁,78c1,1-28-07,,,112,6,14,1686,1,ci2;ja;자;Từ;ジ,magnet;porcelain;aimant;porcelaine;imán;porcelana;imã;porcelana,
示,793a,1-28-08,,,113,5,5,237,2,shi4;si;gi;시;기;Kì;Thị;ジ;シ;しめ.す,show;indicate;point out;express;display;montrer;indiquer;signaler;exprimer;exposer;mostrar;enseñar;indicar;revelar;espetáculo;indicar;apontar;expressar;mostrar,
而,800c,1-28-09,,,126,9,6,,,er2;i;이;Nhi;ジ;ニ;しこ.うして;しか.して;しか.も;しか.れども;すなわち;なんじ;しかるに,and yet;and then;but;however;nevertheless,
耳,8033,1-28-10,,,128,1,6,1328,4,er3;i;이;Nhĩ;ジ;みみ,ear;oreille;oreja;oído;ouvido,がみ
自,81ea,1-28-11,,,132,2,6,19,3,zi4;ja;자;Tự;ジ;シ;みずか.ら;おの.ずから;おの.ずと,oneself;soi-même;uno mismo;por sí mismo;auto-;a si próprio,より
蒔,8494,1-28-12,,,140,9,13,2368,1,shi4;shi2;si;시;Thì;Thi;シ;ジ;う.える;ま.く,sow (seeds);sembrar;esparcir (semillas),まい;まか;まき
辞,8f9e,1-28-13,,,160;135,4,13,633,2,ci2;sa;사;Từ;ジ;や.める;いな.む,resign;word;term;expression;démission;mot;terme;expression;renuncia;dimisión;palabra;discurso;retirarse;abandonar;pedir demissão;palavra;termo;expressão,
汐,6c50,1-28-14,,,85,9,6,2314,1,xi1;xi4;seog;석;Tịch;セキ;しお;うしお;せい,eventide;tide;salt water;opportunity;soirée;marée;eau salée;opportunité;ocaso;marea;agua salada,いそ
鹿,9e7f,1-28-15,,,198,4,11,957,1,lu4;rog;록;Lộc;ロク;しか;か,deer;cerf;venado;ciervo,しし
式,5f0f,1-28-16,,,56,3,6,251,2,shi4;sig;식;Thức;シキ,style;ceremony;rite;function;method;system;form;expression;type;protocole;cérémonie;rituel;fonction;processus;système;forme;ceremonia;método;sistema;forma;estilo;cerimônia;rito;método;sistema;formulário,のり
識,8b58,1-28-17,,,149,5,19,496,2,shi4;zhi4;sig;ji;식;지;Thức;Chí;シキ;し.る;しる.す,discriminating;know;write;discernement;connaissance;écrire;discernir;distinguir;símbolo;discriminação;saber;escrever,さと;さとる
鴫,9d2b,1-28-18,,,196;102,,16,,,jeon;전;Dẽ;しぎ,snipe;(kokuji),
竺,7afa,1-28-19,,,118,9,8,,,zhu2;chug;dog;축;독;Trúc;Đốc;ジク;チク;トク,bamboo,あつし
軸,8ef8,1-28-20,,,159,8,12,1261,1,zhou2;zhou4;zhu2;chug;축;Trục;ジク,axis;pivot;stem;stalk;counter for book scrolls;axe;pivot;tige;compteur de livres en rouleaux;eje;pivote;péndulo;mango;eixo;pivô;talo;caule;sufixo para contagem de pergaminhos,
宍,5b8d,1-28-21,,,40,,7,2269,,rou4;yug;육;Nhục;ニク;ジク;しし,muscles;meat;músculos;carne,し;しん
雫,96eb,1-28-22,,,173,9,11,2219,,na3;Đà;ダ;しずく,drop;trickle;dripping;(kokuji);gota;gotear;chorrear;calar,
七,4e03,1-28-23,,,1;5,1,2,115,4,qi1;chil;칠;Thất;シチ;なな;なな.つ;なの,seven;sept;siete;7;Sete,し;しっ;な;ひち
叱,53f1,1-28-24,,,30,,5,2255,,chi4;jil;질;Sất;シツ;シチ;カ;しか.る,scold;reprove;regañina;reproche;regañar;reprochar,
執,57f7,1-28-25,,,32,8,11,800,1,zhi2;jib;집;Chấp;シツ;シュウ;と.る,tenacious;take hold;grasp;take to heart;prendre en charge;saisir;ténacité;prendre à coeur;dirigir;hacer negocios;tomar el control;tenaz;segurar;agarrar;simpatizar,し
失,5931,1-28-26,,,37;4,4,5,447,2,shi1;sil;실;Thất;シツ;うしな.う;う.せる,lose;error;fault;disadvantage;loss;perdre;erreur;faute;désavantage;pérdida;error;defecto;fallo;perder;malograr;errar;erro;falta;desvantagem;perda,
嫉,5ac9,1-28-27,,,38,8,13,2317,,ji2;jil;질;Tật;シツ;そね.む;ねた.む;にく.む,jealous;envy,
室,5ba4,1-28-28,,,40,2,9,550,3,shi4;sil;실;Thất;シツ;むろ,room;apartment;chamber;greenhouse;cellar;pièce;appartement;chambre;serre;cave;habitación;cuarto;caverna;guarida;gruta;quarto;apartamento;câmara;estufa;porão,
悉,6089,1-28-29,,,61;165,9,11,,,xi1;sil;실;Tất;シツ;シチ;つ.きる;ことごと;ことごと.く;つ.くす;つぶさ.に,all;entirely;altogether;completely;use up;run out of;exhaust;befriend;serve,
湿,6e7f,1-28-30,,,85,8,12,1517,2,shi1;seub;습;Chập;Sấp;Thấp;シツ;シュウ;しめ.る;しめ.す;うるお.う;うるお.す,damp;wet;moist;moite;humide;mouillé;humedecer;mojar;umidade;úmido;molhar,
漆,6f06,1-28-31,,,85,8,14,1971,1,qi1;qu4;chil;칠;Tất;Thế;シツ;うるし,lacquer;varnish;seven;laque;vernis;sept (shichi);laca;barniz;verniz;envernizar,うる
疾,75be,1-28-32,,,104,8,10,1577,1,ji2;jil;질;Tật;シツ;はや.い,rapidly;rapide;maladie;enfermedad;enfermar;rápido;violento;ligeiramente,
質,8cea,1-28-33,,,154,5,15,389,3,zhi2;zhi4;jil;ji;질;지;Chất;Chí;シツ;シチ;チ;たち;ただ.す;もと;わりふ,substance;quality;matter;temperament;substance;matière;qualité;tempérament;substancia;contenido;simplicidad;calidad;depósito;custodia;substância;qualidade;matéria;temperamento,
実,5b9f,1-28-34,,,40,3,8,68,2,shi2;sil;실;Thực;ジツ;シツ;み;みの.る;まこと;みの;みち.る,reality;truth;seed;fruit;nut;réalité;vérité;realidad;verdad;fruta;nuez;semilla;contenido;buen resultado;dar frutos;madurar;realidade;verdade,ぐみ;さね
蔀,8500,1-28-35,,,140,,14,,,bu4;bu;부;Bộ;Bầu;ホウ;ダ;ダン;ブ;しとみ,latticed shutters,
篠,7be0,1-28-36,,,118,9,17,1556,,xiao3;so;소;Tiểu;ゾウ;ショウ;しの;ささ;すず,bamboo grass,の
偲,5072,1-28-37,,,9,9,11,2350,1,si1;si;시;Ti;Tai;サイ;シ;しの.ぶ,recollect;remember;évoquer le souvenir;se rappeler;se souvenir;recordar;acordarse de,
柴,67f4,1-28-38,,,75,9,10,1638,,chai2;si;chae;시;채;Sài;Tí;サイ;シ;しば,brush;firewood;maleza;leña,
芝,829d,1-28-39,,,140,8,6,1052,1,zhi1;ji;지;Chi;シ;しば,turf;lawn;pelouse;gazon;césped;hierba;gramado;relva,こげ;しは
屡,5c61,1-28-40,,,44,,12,,,lu:3;ru;루;Lũ;Cũ;Lú;Lũa;Rủ;ル;しばしば,often;frequently,
蕊,854a,1-28-41,,,140,,15,,,rui3;ye;예;Nhị;ズイ;しべ,pistil;stamen,
縞,7e1e,1-28-42,,,120,9,16,2491,,gao3;ho;호;Cảo;コウ;しま;しろぎぬ,stripe;rayas;a rayas,
舎,820e,1-28-43,,,9,5,8,1170,1,she3;she4;sa;사;Xá;シャ;セキ;やど.る,cottage;inn;hut;house;mansion;chaumière;hutte;auberge;maison;résidence;casa de campo;posada;cabaña;casa;casa de campo;pousada;cabana;casa;mansão,さ;とり
写,5199,1-28-44,,,14,3,5,453,3,xie3;sa;사;Tả;シャ;ジャ;うつ.す;うつ.る;うつ-;うつ.し,copy;be photographed;describe;copie;être photographié;décrire;copiar;imitar;fotografiar;cópia;foto;descrever,
射,5c04,1-28-45,,,41;158,6,10,937,1,she4;shi2;ye4;sa;seog;사;석;Xạ;Dạ;Dịch;シャ;い.る;さ.す;う.つ,shoot;shine into;onto;archery;lancer une flèche;tir à l'arc;sur;briller;disparar;tirar;radiar;liberar;dispare;brilha dentro;sobre;arte do arco e flexa,
捨,6368,1-28-46,,,64,6,11,1266,2,she3;she4;sa;사;Xả;シャ;す.てる,discard;throw away;abandon;resign;reject;sacrifice;jeter;mettre au rebut;abandonner;démissionner;rejet;sacrifice;descartar;tirar;arrojar;abandonar;limosna;donación;descarte;gastar;desembaraçar;pedir demissão;rejeitado;sacrifício,
赦,8d66,1-28-47,,,155,8,11,1868,1,she4;sa;사;Xá;シャ;ゆる.す,pardon;forgiveness;pardon;perdón;perdonar;absolvição;perdão,
斜,659c,1-28-48,,,68,8,11,1504,1,xie2;xia2;sa;ya;사;야;Tà;Gia;シャ;なな.め;はす,diagonal;slanting;oblique;penché;diagonale;oblique;diagonal;inclinado;oblicuo;diagonal;inclinado;oblíquo,
煮,716e,1-28-49,,,86,8,12,1565,1,zhu3;ja;자;Chử;シャ;に.る;-に;に.える;に.やす,boil;cook;mijoter;bouillir;cuire;cocer;hervir;ferver;cozinhar,
社,793e,1-28-50,,,113,2,7,21,4,she4;sa;사;Xã;シャ;やしろ,company;firm;office;association;shrine;temple shinto;compagnie;firme;bureau;association;compañía;asociación;sociedad;santuario shintoísta;companhia;firme;escritório;associação;templo,こそ
紗,7d17,1-28-51,,,120,9,10,,1,sha1;sa;사;Sa;サ;シャ;うすぎぬ,gauze;gossamer;gasa;hilo fino,たえ;すず
者,8005,1-28-52,,,125,3,8,38,3,zhe3;ja;자;Giả;シャ;もの,someone;person;personne;quelqu'un;persona;alguém;pessoa,
謝,8b1d,1-28-53,,,149,5,17,1028,1,xie4;sa;사;Tạ;シャ;あやま.る,apologize;thank;refuse;excuses;remerciements;refus;disculparse;agradecer;rehusar;pedir desculpas;agradecer;recusar,さ;ざ
車,8eca,1-28-54,,,159,1,7,333,4,che1;ju1;cha;geo;차;거;Xa;シャ;くるま,car;véhicule;voiture;coche;vehículo;rueda;carro,くら;くろま
遮,906e,1-28-55,,,162,8,14,1865,1,zhe1;zhe5;cha;차;Già;シャ;さえぎ.る,intercept;interrupt;obstruct;intercepter;interrompre;obstruer;interceptar;interrumpir;obstruir;interceptar;interromper;obstruir,
蛇,86c7,1-28-56,,,142,8,11,1721,1,she2;yi2;sa;i;사;이;Xà;Di;ジャ;ダ;イ;ヤ;へび,snake;serpent;hard drinker;serpent;gros buveur;serpiente;cobra;serpente;bebedor duro,あぶ;み
邪,90aa,1-28-57,,,163;92,8,8,1612,1,xie2;ye2;sa;ya;사;야;Tà;Da;ジャ;よこし.ま,wicked;injustice;wrong;sournois;dépravé;pervers;mauvais;injusticia;equivocación;malvado;injustiça;errado,
借,501f,1-28-58,,,9,4,10,932,3,jie4;cha;jeog;차;적;Tá;シャク;か.りる,borrow;rent;emprunter;louer;deuda;pedir prestado;alquilar;pedir emprestado;aluguel,
勺,52fa,1-28-59,,,20,9,3,,1,shao2;shuo4;jag;작;Chước;Thược;シャク,ladle;one tenth of a go;dip;louche;shaku = un dixième de go = 18 ml;cucharón;unidad de capacidad y área;concha;afundar,
尺,5c3a,1-28-60,,,44,6,4,1940,1,chi3;che3;cheog;척;Xích;シャク;セキ;さし,"shaku;Japanese foot;measure;scale;rule;shaku (30,303 cm);mesure;échelle;règle;regla;medida;antigua unidad de medida;shaku;pé Japonês;medida;escala;regra",
杓,6753,1-28-61,,,75,,7,,,shao2;biao1;pyo;jag;표;작;Tiêu;Thược;シャク;チョウ;テキ;ヒョウ;ひしゃく,ladle;scoop,
灼,707c,1-28-62,,,86,9,7,,,zhuo2;jag;sa;작;사;Chước;シャク;あらた;やく,miraculous,
爵,7235,1-28-63,,,87,8,17,,1,jue2;jag;작;Tước;シャク,baron;peerage;court rank;baron;pairie;rang à la cour;linaje;título nobiliario;barão;nobreza;posição na nobreza,
酌,914c,1-28-64,,,164,8,10,2271,1,zhuo2;jag;작;Chước;シャク;く.む,bar-tending;serving sake;the host;draw (water);ladle;scoop;pump;servir à boire;hôte;tirer (de l'eau);louche;pompe;servir sake;sacar;bombear;Trabalhar em bares;servindo sake;o anfitrião;sucção (água);concha;balde;bomba,
釈,91c8,1-28-65,,,165,8,11,1097,1,shi4;seog;석;Thích;シャク;セキ;とく;す.てる;ゆる.す,explanation;explication;justification;explicación;interpretación;perdón;abreviatura de Buda;explicação,しゃ
錫,932b,1-28-66,,,167,9,16,2095,,xi2;xi1;seog;석;Tích;セキ;シャク;すず;たま.う,copper;tin,
若,82e5,1-28-67,,,140,6,8,458,2,ruo4;re3;yag;ya;약;야;Nhược;ジャク;ニャク;ニャ;わか.い;わか-;も.しくわ;も.し;も.しくは;ごと.し,young;if;perhaps;possibly;low number;immature;jeune;si;peut-être;ou bien;petit nombre;inexpérimenté;immature;joven;algunos;posiblemente;de otra forma;jovem;se;talvez;possivelmente;número baixo;imaturo,わく;わこ
寂,5bc2,1-28-68,,,40,8,11,1599,1,ji4;ji2;jeog;적;Tịch;ジャク;セキ;さび;さび.しい;さび.れる;さみ.しい,loneliness;quietly;mellow;mature;death of a priest;solitude;tranquillement;mûr;patiné;mort d'un prêtre;soledad;solitario;morir;caer;isolamento;calmamente;amadurecer;amadurecimento;morte de um padre,
弱,5f31,1-28-69,,,57;15,2,10,958,3,ruo4;yag;약;Nhược;ジャク;よわ.い;よわ.る;よわ.まる;よわ.める,weak;frail;faible;fragile;débil;endeble;delicado;debilitarse;debilitar;frágil;fraco,
惹,60f9,1-28-70,,,61;140,9,12,,,re3;ya;야;Nhạ;ジャク;ジャ;ひ.く,attract;captivate,
主,4e3b,1-28-71,,,3;8,3,5,95,3,zhu3;ju;주;Chủ;シュ;ス;シュウ;ぬし;おも;あるじ,lord;chief;master;main thing;principal;maître;seigneur;chef;principal;propriétaire;mari;señor;jefe;dueño;patrón;senhor;chefe;mestre;coisa principal;principal,かず;ず;もん
取,53d6,1-28-72,,,29;128,3,8,122,2,qu3;chwi;취;Thủ;シュ;と.る;と.り;と.り-;とり;-ど.り,take;fetch;take up;prendre;aller chercher;tomar;coger;tomar;trazer;recolher,どる
守,5b88,1-28-73,,,40,3,6,457,2,shou3;su;수;Thủ;Thú;シュ;ス;まも.る;まも.り;もり;-もり;かみ,guard;protect;defend;obey;garder;protéger;défendre;obéir;respect (des règles);guardar proteger;defender;guardar;proteger;vigia;protege;defende;obedece,う;し;も;て
手,624b,1-28-74,,,64,1,4,60,4,shou3;su;수;Thủ;シュ;ズ;て;て-;-て;た-,hand;main;mano;mão,
朱,6731,1-28-75,,,75;4,8,6,1788,1,zhu1;ju;주;Chu;シュ;あけ,vermilion;cinnabar;scarlet;red;bloody;vermillon;rouge;écarlate;sanglant;bermellón;rojo oscuro;antigua unidad monetaria;vermelhão;zinabre;escarlate;vermelho;ensangüentado,あ;あか;あき;す
殊,6b8a,1-28-76,,,78,8,10,1361,1,shu1;su;수;Thù;シュ;こと,particularly;especially;exceptionally;particulièrement;spécialement;exceptionnellement;particularmente;especialmente;excepcionalmente;particularmente;especialmente;excepcionalmente,
狩,72e9,1-28-77,,,94,8,9,1785,1,shou4;su;수;Thú;シュ;か.る;か.り;-が.り,hunt;raid;gather;chasse;poursuivre;ramasser;cacería;caza;cazar;caçar;incursão;juntar,かり
珠,73e0,1-28-78,,,96,8,10,1711,1,zhu1;ju;주;Châu;シュ;たま,pearl;gem;jewel;perle;gemme;joyau;perla;gema;joya;pérola;gema;jóia,す;とも;ま;み
種,7a2e,1-28-79,,,115,4,14,461,2,zhong3;chong2;zhong4;jong;종;Chủng;Chúng;シュ;たね;-ぐさ,species;kind;class;variety;seed;espèce;classe;sorte;variété;graine;semilla;tipo;variedad;clase;noticia;espécie;tipo;classe;variedade;cepa,おい;くさ;た;ほ
腫,816b,1-28-80,,,130,8,13,2145,,zhong3;jong;종;Thũng;Trũng;シュ;ショウ;は.れる;は.れ;は.らす;はれもの,tumor;swelling,
趣,8da3,1-28-81,,,156,8,15,1153,1,qu4;cu4;chwi;chug;취;축;Thú;Xúc;シュ;おもむき;おもむ.く,purport;gist;elegance;interest;proceed to;tend;become;teneur;fond;aspect;apparence;sens;tendance;devenir;significado;sentido;apariencia;proceder;essência;continuar para;tender;tornar-se,
酒,9152,1-28-82,,,164;85,3,10,1006,2,jiu3;ju;주;Tửu;シュ;さけ;さか-,sake;alcohol;saké;alcool;sake;alcohol;vino de arroz;sake;álcool,き;さ;し
首,9996,1-28-83,,,185,2,9,98,3,shou3;su;수;Thủ;Thú;シュ;くび,neck;counter for songs and poems;cou;compteur de chansons ou poèmes;cuello;principio;pescoço,おびと;こべ;す
儒,5112,1-28-84,,,9,8,16,2162,1,ru2;yu;유;Nho;ジュ,Confucian;confucéen;confucionismo;Confucianista,
受,53d7,1-28-85,,,29;87,3,8,136,2,shou4;su;수;Thụ;ジュ;う.ける;-う.け;う.かる,accept;undergo;answer (phone);take;get;catch;receive;subir;recevoir;accepter;répondre (téléphone);prendre;obtenir;recipiente;acepción;aceptar;recibir;tomar;aprobar examen;aceitar;sofrer;atender (telefone);tomar;obter;pegar;receber,じょ
呪,546a,1-28-86,,,30,8,8,2131,,zhou4;ju;주;Chú;ジュ;シュ;シュウ;ズ;まじな.う;のろ.い;まじな.い;のろ.う,spell;curse;charm;malediction;maldición;hechizo;maldecir;hechizar;encantar,
寿,5bff,1-28-87,,,41;4,8,7,1245,1,shou4;su;수;Thọ;ジュ;ス;シュウ;ことぶき;ことぶ.く;ことほ.ぐ,longevity;congratulations;one's natural life;longévité;félicitations;vie;longevidad;felicitaciones;longevidade;congratulações;vida natural,かず;じ;じゅう;すっ;すみ;とし;としかつ;なが;のぶ;のり;ひさ;ひさし;やす
授,6388,1-28-88,,,64,5,11,535,2,shou4;su;수;Thụ;ジュ;さず.ける;さず.かる,impart;instruct;grant;confer;accorder;conférer;attribuer;enseigner;impartir;instruir;conceder;otorgar;enseñar;recibir;ser otorgado;comunicar;instruir;bolsa;conferir,
樹,6a39,1-28-89,,,75,6,16,988,1,shu4;su;수;Thụ;ジュ;き,timber;trees;wood;establish;set up;grume;bois;árbol;vegetación;establecer;Madeira-de-lei;madeira,いつき;うえ;こ;しげ;じ;たちき;たつ;たつる;な
綬,7dac,1-28-90,,,120,,14,,,shou4;su;수;Thụ;ジュ;ひも,ribbon,
需,9700,1-28-91,,,173,8,14,935,1,xu1;su;수;Nhu;ジュ,demand;request;need;demande;requête;besoin;demanda;petición;solicitud;demanda;solicitação;necessidade,
囚,56da,1-28-92,,,31,8,5,2107,1,qiu2;su;수;Tù;シュウ;とら.われる,captured;criminal;arrest;catch;capturer;criminel;arrêter;attraper;prison;esclavitud;prisión;cautividad;esclavizar;encarcelar;cativo;criminoso;prisão;pegar,
収,53ce,1-28-93,,,29,6,4,337,2,shou1;Thâu;Thu;Thua;シュウ;おさ.める;おさ.まる,income;obtain;reap;pay;supply;store;fournir;obtenir;payer;récolter;revenu;réserve;ingresar;obtener;recibir;almacenar;aceptar;ser obtenido;ser pagado;renda;obter;colheita;pagamento;oferta;loja,のぶ
周,5468,1-28-94,,,30;13,4,8,562,2,zhou1;ju;주;Chu;シュウ;まわ.り,circumference;circuit;lap;circonférence;tour;alentours;circunferencia;vuelta;alrededores;difundir;circunferência;circuito;volta,あまね;しゅ;す;ちか;のり;ひろ;びび;まこと
宗,5b97,1-29-01,,,40,6,8,997,1,zong1;jong;종;Tông;シュウ;ソウ;むね,religion;sect;denomination;main point;origin;essence;religion;secte;confession;point principal;origine;essence;enseñanzas religiosas;fundamento;origen;religião;seita;denominação;ponto principal;origem;essência,かず;し;そ;そお;たか;とし;のり;ひろ;むな;もと;よし
就,5c31,1-29-02,,,43;8,6,12,624,1,jiu4;chwi;취;Tựu;シュウ;ジュ;つ.く;つ.ける,concerning;settle;take position;depart;study;per;concernant;s'installer;prendre place;prendre un poste;adhérer à;se rendre à;étudier;par;llegar al trabajo;realizar;establecerse en;tomar posición;llevar a cabo;colocar;tomar partido;lado de um contrato;partido,たか;なり
州,5dde,1-29-03,,,47;2,3,6,386,2,zhou1;ju;주;Châu;シュウ;ス;す,state;province;province;état;estado;provincia;banco de arena;estado;província,くに
修,4fee,1-29-04,,,9,5,10,603,2,xiu1;su;수;Tu;シュウ;シュ;おさ.める;おさ.まる,discipline;conduct oneself well;study;master;discipline;bien se conduire;étudier;maîtriser;disciplina;reparación;arreglo;dominar;controlar;controlarse;disciplina;estudo;mestre,おき;なが;のぶ;おさむ
